node1,node2,label
45384,30631,0
44107,8665,0
19259,37163,1
8454,35047,0
38688,38816,1
38815,38855,1
25347,18467,0
38648,38774,1
36400,36405,1
38153,38690,0
8539,38131,0
38597,38635,0
38759,47208,0
38701,38716,1
659,1235,1
38599,38760,1
8457,8583,1
7148,38852,0
14486,14487,1
13634,18632,1
8216,16271,1
38525,38861,1
2357,20336,1
10442,38642,0
38074,30675,0
600,38737,0
5495,38157,0
33346,33347,1
8598,44238,1
36275,47987,1
38709,38734,0
38583,38034,0
19236,38281,0
38740,38794,1
38532,38687,1
42787,38155,0
38225,38298,1
38040,38083,1
5930,38237,0
38036,38219,1
37996,48679,0
49460,49461,1
38085,38241,1
38245,38821,0
33093,33094,1
8243,8497,0
37999,38183,1
13666,13667,1
38609,38849,1
17075,37326,0
38838,38223,0
38556,38623,1
1059,38792,0
7202,35235,1
38041,38281,1
38099,38301,1
8502,8527,1
10538,38869,0
11337,38877,0
4535,4536,1
38675,24490,0
38683,38175,0
38691,9309,0
474,17080,1
8468,8615,1
38525,38635,1
19691,19693,1
1298,1305,1
1981,13592,1
40931,40932,1
18220,23843,1
38117,38220,1
38137,38153,1
548,38220,0
8439,8508,1
28480,50370,1
32791,45536,1
46999,27410,0
38753,38764,1
37987,38163,1
21730,21522,0
5613,36222,1
27081,38778,0
38001,10804,0
38594,50784,0
38040,38105,1
43815,38157,0
26746,38835,0
38256,38280,1
17089,17116,1
35647,4338,0
38008,38084,1
3117,3118,1
38701,38193,0
8619,38216,0
38534,38706,1
38099,2445,0
38655,8752,0
36772,38942,1
38652,38697,0
5732,8667,0
50888,38266,0
38557,38244,0
22201,8651,0
8043,45942,0
38517,23911,0
38260,41686,0
38528,30654,0
38771,38823,1
19236,37998,0
38546,50448,0
3122,38650,0
38512,38793,0
4145,7830,0
8493,38210,0
38543,38821,0
31407,8591,0
38053,38105,1
38727,15324,0
8434,38294,0
38616,38271,0
5987,38054,0
8454,7979,0
8453,8590,1
35523,35524,1
466,38199,0
45045,51542,0
8578,8579,1
45795,38292,0
38548,38841,1
1199,22149,1
21097,16487,0
36931,23133,0
38103,12857,0
1091,38029,0
608,18493,1
8458,38580,0
38096,42796,0
38604,38818,1
28586,28590,1
1688,38855,0
8484,38216,0
38204,21047,0
38537,38687,1
38513,11648,0
51690,38685,0
38555,51926,0
38750,38860,0
7532,21378,1
23831,38577,0
42798,38736,0
50145,33922,0
26821,8527,0
8677,16818,1
38563,38750,0
4628,51361,0
9051,38087,0
6245,44405,1
4393,16737,1
8545,38850,0
8436,8601,1
3632,3633,1
38077,46466,0
31993,31994,1
38231,38243,1
8427,8503,1
41154,41796,1
41603,41607,1
38009,38301,1
30931,30933,1
8439,16604,0
22829,21821,0
38015,38826,0
38573,49705,0
12938,38075,0
38086,38273,1
8487,8544,1
8581,38703,0
22699,49123,1
12922,12924,1
52216,38180,0
38608,38874,1
38114,38199,1
38024,38244,0
48362,48363,1
43131,38244,0
27452,38128,1
11056,38261,0
7698,28387,0
8507,8612,1
11697,38714,0
38016,38118,1
6081,47873,1
1849,34211,0
8494,8591,1
31848,31853,1
32388,32389,1
954,4397,1
21730,38874,0
17669,17685,1
18720,48546,1
3906,38551,0
38724,38877,1
1353,44502,1
38730,39030,1
42068,42807,1
5498,38661,0
28069,38257,0
42860,8630,0
38143,38190,1
7833,20244,0
38724,8500,0
38746,38734,0
38129,38149,1
943,38265,0
22250,45127,1
38582,38609,1
38060,38177,0
19276,19277,1
9232,25614,0
38553,38071,0
573,23550,0
38686,47291,0
4276,3284,0
38840,7520,0
3232,38631,0
38572,38695,1
8508,25850,0
8534,29690,0
8453,38863,0
36199,21660,0
37336,1117,0
38547,22134,0
8553,8561,1
23523,21463,0
38021,38082,1
38087,38300,0
42784,38802,0
38612,38865,0
1490,38208,0
1291,1303,1
38002,38273,1
8882,27209,1
38653,38258,0
31108,8513,0
38240,38310,1
38149,8430,0
38101,38211,1
39851,10339,0
8511,8552,1
20567,20573,1
38083,38131,1
17667,38123,0
13042,31925,0
1942,8501,0
38523,38793,1
38698,38291,0
1808,27011,0
3908,40018,0
46358,38305,0
16484,8631,0
38001,27198,0
38613,8625,0
27452,38247,1
8443,8598,1
25905,25927,1
8849,9336,1
38101,38252,1
43817,43818,1
5217,24345,1
8421,34799,0
22616,22617,1
38768,38236,0
3482,38236,0
38519,38701,1
21140,11448,0
38633,38228,0
35347,35348,1
47550,47551,1
2431,21141,0
44619,44622,1
8566,8607,1
42405,42410,1
38521,23612,0
8720,38008,0
44586,44592,1
8454,8514,1
21809,21817,1
8421,8462,1
29596,38659,1
38028,29270,0
38066,38067,1
8418,8585,1
14848,34896,1
38589,38776,0
38840,16498,0
8535,38147,0
14713,33763,0
8945,14736,0
38178,38197,1
1047,30139,1
36481,36482,1
545,30136,1
3975,8626,1
24961,24962,1
7734,38300,0
35907,35918,1
38532,38757,1
38210,38238,1
38730,38828,1
38165,38804,0
5203,5205,1
38515,38258,0
1207,18130,1
38621,43921,0
38707,38711,1
8458,38198,0
5564,30588,0
664,28781,1
38672,8593,0
2178,7434,1
33463,33465,1
38104,38245,1
38625,38771,1
44107,44108,1
30989,30991,1
38179,38252,1
27065,48834,0
38754,38854,1
40547,40553,1
42012,42015,1
27451,8437,0
4524,38734,0
38194,38267,1
38614,38860,0
3919,3920,1
38748,38762,1
24946,24949,1
27210,38250,1
38697,39027,1
45054,26891,0
4267,11783,0
38584,38601,1
29593,38832,1
24101,24106,1
30673,38599,0
38561,38250,0
45973,34396,0
11895,21501,0
5930,20170,0
3094,39033,0
720,27334,0
32126,46748,0
27117,1404,0
5564,24734,1
38635,38659,1
28921,38292,0
8483,38187,0
28584,28590,1
6865,46875,1
28119,28123,1
38706,38843,1
39724,8653,0
40999,44956,0
12938,21879,1
29495,29496,1
37992,38102,1
21838,8610,0
28162,38688,0
38753,38227,0
38000,38843,0
38025,38234,1
38534,38110,0
660,14609,1
38026,38786,0
27301,43789,1
4220,38075,0
21839,21845,1
38176,38195,1
50012,50013,1
27210,38760,0
38099,19763,0
8517,38786,0
6412,7267,1
31296,38802,0
16478,16486,1
38229,38243,1
38183,13951,0
6871,6872,1
47482,47484,1
3556,8587,0
38648,38825,1
20466,2394,0
1569,10853,0
16537,42727,1
4779,35568,1
38090,38292,1
8440,33541,0
14702,14735,1
1121,1235,1
35055,32310,0
466,21564,0
34474,21826,0
12961,13923,0
8588,8611,1
30314,38272,0
12705,8463,0
1385,30933,0
11185,43427,0
2491,22821,1
25849,8664,0
38137,38284,0
27389,11818,0
31405,26074,0
38628,38195,0
38540,38791,1
998,42096,1
35489,35501,1
4819,16915,0
50011,50012,1
38032,38240,1
33263,40719,0
38599,38847,1
34881,8635,0
46577,46587,1
13768,13771,1
38196,38201,1
38688,13925,0
6582,22957,0
38845,38860,1
43486,8449,0
8454,38764,0
38683,3885,0
23383,23385,1
34064,48777,0
33747,33748,1
23906,23907,1
10938,10944,1
32444,32445,1
38534,38607,1
8415,8641,1
36199,36200,1
12279,39029,0
6444,30630,0
38045,38257,0
38613,38709,1
38558,39027,1
3121,11757,0
4038,4039,1
30909,39331,1
13177,13771,0
38091,38156,1
43472,43475,1
8478,11109,0
38142,38233,1
8424,38604,0
8464,8591,1
38097,38805,0
38512,38530,1
3122,24805,1
38182,2575,0
19611,38598,1
38017,24514,0
38657,38128,0
2097,34117,1
38041,38243,0
27391,40431,1
8439,25920,0
29777,46180,1
21660,38122,1
29450,41006,1
5473,37476,0
37987,38212,1
8431,38935,0
38687,38796,1
38666,38690,1
38023,38279,1
38000,38269,0
38012,38194,1
1157,5930,1
38110,38223,1
38005,38119,1
9226,9227,1
8473,8504,1
38551,37543,0
8522,38304,0
48865,50918,1
38554,8642,0
8608,38284,0
27452,38176,1
10799,10800,1
4436,38670,0
19736,21845,0
12321,20871,1
51995,38307,0
8512,31920,0
38628,38674,1
17106,8044,0
38270,8623,0
10771,44262,0
38122,38232,0
38735,38818,1
8920,32199,0
26793,36166,1
8606,8618,1
38715,50219,0
5215,38197,0
11710,11713,1
8558,38220,0
2869,38859,0
8485,8570,1
28764,41011,1
457,38028,0
1905,38851,0
37090,38309,0
14463,37986,0
15561,15564,1
17613,33940,1
10971,15828,0
3761,8483,0
32269,38806,0
38290,38301,1
38552,38852,1
10314,10315,1
38673,38863,1
1060,38234,0
7323,46051,1
38632,4683,0
52021,52022,1
38521,49461,0
38689,38789,1
38015,38162,0
20514,20515,1
16236,16237,1
17770,38797,0
38073,38217,1
2174,8572,1
38568,25920,0
2104,2106,1
14684,14730,1
8508,8538,1
10480,44450,0
48330,48331,1
38072,38180,1
3484,38269,0
31051,31057,1
38783,8639,0
14695,14701,1
38601,50830,0
38838,39033,1
32560,32562,1
16370,17101,1
37997,38075,1
11532,38874,0
38555,24345,0
50445,11178,0
38574,38632,1
8414,8629,1
13394,15877,1
38843,38674,0
3069,16484,0
38658,38838,1
7729,38145,0
2097,38145,0
47289,47291,1
38026,35205,0
8243,38622,1
38644,38872,1
38029,38082,1
2239,2241,1
38150,40966,0
16479,8520,0
50888,51461,0
1333,30122,0
8621,22214,1
38003,3232,0
38232,38309,1
38592,38596,0
38743,13920,0
17624,17625,1
2702,38734,0
38524,38033,0
38018,38697,0
42794,4221,0
38530,38589,1
38243,28590,0
47559,44345,0
13920,41317,0
38508,38841,1
38079,38089,1
38638,38631,0
5523,38246,0
38594,38604,1
14490,14491,1
18330,18338,1
7289,21616,1
38515,9027,0
15834,12803,0
20478,6015,0
43871,43879,1
50543,50546,1
26789,38563,1
37793,37794,1
38692,38812,1
38123,38263,0
38765,38850,1
5238,39031,0
8407,38749,0
34042,38014,0
38566,38608,1
37429,17117,0
38595,38841,0
2477,50909,1
10327,5840,0
36624,40008,0
45590,38635,0
50592,50594,1
8412,39033,0
30611,30612,1
22625,22627,1
38123,38199,1
20922,8646,0
22006,22011,1
38606,38765,1
8931,38187,0
5614,37049,0
38636,38752,1
37995,38023,1
14720,38203,0
38579,30244,0
38041,38188,1
35731,35732,1
36931,38736,0
27398,25506,0
38180,38243,1
38054,38278,0
8425,8655,0
6482,8565,0
50896,50897,1
8882,38732,0
51015,51017,1
21327,21564,1
38510,39027,1
31665,33548,0
1643,38032,1
38611,38866,0
17618,8562,0
38617,22216,0
38862,32417,0
8479,38213,0
38026,38193,1
38043,38174,1
12051,31857,1
10229,25966,1
22005,48834,0
31912,36501,1
8247,24946,0
8560,8561,1
4726,23617,1
38661,38681,1
38700,38839,1
8714,38765,0
8639,8644,1
38788,38798,1
1388,17765,0
13352,33922,1
14296,42216,1
38735,38817,1
38553,38860,0
8622,13326,0
16472,16502,1
39205,22018,0
38539,38706,0
38592,38862,1
38540,38817,1
38764,38797,1
37989,38770,0
38559,22011,0
38114,38235,1
38043,33963,0
38809,20499,0
5076,30187,1
16749,24099,1
38694,38868,1
38628,38108,0
27566,43432,1
17083,25090,0
12984,31366,1
3313,40159,1
34262,34264,1
38721,38879,0
38197,38257,1
49134,38858,0
4242,38840,0
8246,38209,0
9041,38186,0
38092,10086,0
5599,38228,0
8435,8581,1
31204,41447,0
13905,13907,1
38664,38788,1
25958,28477,0
23494,38274,0
38118,8660,0
38128,3212,0
6822,8550,0
38527,39030,0
38524,38570,1
38029,40386,0
8411,8604,1
8537,38289,0
38130,49705,0
31792,38748,1
3567,8489,1
6776,6778,1
38619,21462,0
25642,38855,0
580,16049,0
2195,38233,0
29382,38240,0
8520,8660,1
40438,34263,0
4513,38686,0
38655,38805,1
2162,5433,1
25912,19088,0
8501,8648,1
8434,42310,0
12984,51358,0
2293,38286,0
8463,38147,0
43903,23021,0
38610,38768,1
38203,38260,1
32922,32923,1
5443,26389,1
38513,38830,1
14319,40857,1
12064,38874,0
38697,46496,0
38128,33031,0
38017,38054,1
457,24285,1
8535,8572,1
11337,38835,1
38631,47479,0
3339,3340,1
7332,33313,0
32125,38074,1
38644,38867,0
38638,38658,1
38790,14836,0
15732,38670,0
38770,38798,1
38119,38144,1
38555,8671,0
17775,23476,0
38609,38802,0
8560,43772,0
2003,2005,1
38004,38023,1
38862,39029,1
38563,38776,1
38212,38255,0
2260,48687,0
38005,38093,1
34659,34662,1
27691,27695,1
8607,38224,0
47904,47905,1
38003,43436,0
13366,46329,0
38091,38191,1
11190,38791,0
38003,8480,0
16071,44818,1
25528,25529,1
38092,38205,1
8043,38665,0
7223,7434,0
32126,26953,0
37988,38287,1
32019,32020,1
38157,38215,0
38010,8612,0
33302,33303,1
1107,38278,0
40019,40026,1
3933,38433,0
2174,8453,1
8470,38708,0
27452,38155,1
38552,38820,0
38713,31186,0
8287,20373,1
11556,5629,0
30673,38607,0
580,32263,1
38781,39028,1
38037,8550,0
38533,39032,1
9109,9115,1
9083,12086,1
46358,50581,1
10327,38102,1
38190,38244,1
38173,35681,0
32553,32555,1
46771,46773,1
14722,38186,0
38089,38126,0
7609,8550,0
4901,24446,0
1414,36765,0
38747,38829,1
38039,38243,1
38788,38878,1
38620,38639,1
38684,38281,0
8491,8653,1
23013,36620,0
38663,15844,0
27086,27092,1
21191,21195,1
38806,38832,1
8520,38763,0
38094,8494,0
5441,38821,0
8549,8610,1
29963,38566,1
3505,42336,1
38650,38787,0
5114,5116,1
10803,27062,0
38744,38859,1
38085,38269,0
21879,38107,1
28697,28698,1
18809,36432,1
38017,38240,1
27452,38277,0
52803,52804,1
38521,38662,1
2174,8538,1
35647,7160,0
7015,37569,0
37990,38783,0
38227,38777,0
29596,38699,1
4820,38266,0
43119,36738,0
38030,38080,1
1389,9265,0
26923,31835,1
38574,17745,0
19087,19088,1
38508,31794,0
38065,38208,1
32547,42313,0
38013,38271,1
38613,38637,1
38074,5440,0
14690,2906,0
36494,45706,0
38803,28846,0
38225,6517,0
38580,16039,0
44992,44994,1
38543,34133,0
38516,8618,0
5142,35359,1
38039,38100,1
38037,21044,0
11085,38824,0
8141,38248,0
16513,8659,0
1388,1389,1
21974,37476,1
41948,41950,1
38588,38601,0
38067,14463,0
38191,25158,0
38086,44275,0
38178,38212,1
38783,38818,1
1994,33072,1
21392,21393,1
38185,38569,0
49615,50472,1
38787,38795,1
38163,38179,1
38574,25900,0
38544,39032,1
4279,4283,1
38636,38117,0
38000,38008,1
38101,38876,0
7187,7188,1
38644,38863,1
38192,38267,1
38515,38696,1
586,8608,1
38606,38715,0
38098,8624,0
37984,38199,1
38137,38242,1
5282,26484,1
1294,17157,0
11840,11841,1
10589,38852,0
38065,38189,1
38678,29714,0
39011,39012,1
29768,38042,1
38665,46741,0
49522,49524,1
38026,38251,1
48791,48792,1
48394,48398,1
7038,7041,1
38622,38129,0
38035,8440,0
29828,44470,0
38643,33047,0
1190,40137,1
8531,8662,1
40019,20071,0
40236,40237,1
43903,52217,0
39030,39031,1
25915,25938,1
38764,38809,1
38095,38239,1
38521,38100,0
38029,40372,0
8447,7346,0
6345,20550,1
38831,38847,1
9736,13531,1
39998,38046,0
32054,9879,0
34134,32257,0
25253,31445,1
38191,38211,1
38121,38271,0
38667,38680,1
38799,38773,0
37986,38664,0
18986,52723,0
8202,23380,0
26603,38262,0
6608,16502,0
22829,8575,0
38134,38284,1
11447,11448,1
4219,38239,0
37993,38872,0
38702,8426,0
21219,24326,0
8435,8649,1
29768,38164,1
13503,13504,1
38169,9832,0
38249,38261,1
38025,38232,1
38568,15502,0
38171,38292,1
37312,37317,1
38646,1721,0
16742,8555,0
38218,7188,0
11133,35712,0
38227,10615,0
25710,50365,1
35632,7830,0
38552,38847,0
38025,38177,1
38223,38277,1
13301,36100,0
38546,38743,1
4779,38536,0
29289,29291,1
48275,48280,1
38839,38774,0
38744,38582,0
38037,15198,0
33023,33025,1
38009,8617,0
38169,38872,0
39577,39584,1
29896,38095,0
8568,34115,0
9661,9664,1
5331,38603,0
6048,11637,1
38573,30826,0
1112,3588,1
8463,8511,1
49806,38594,0
38029,38057,1
5511,38126,0
8553,38263,0
37519,37520,1
36251,38308,0
8564,8625,1
52338,8488,0
38521,38751,1
475,38822,0
38604,17893,0
4041,18816,0
14394,38593,0
38066,8551,0
5823,6585,1
8452,38868,0
8538,8584,0
31792,38755,1
29342,38089,0
41502,41505,1
38856,19863,0
4269,38247,0
4541,11779,1
8431,8556,1
38555,38789,0
8473,8606,1
32126,38229,1
38664,38838,1
12923,45537,0
38585,8658,0
38134,50140,0
25900,38296,0
8243,38633,1
38671,38639,0
38543,8550,0
7499,31254,1
699,700,1
38044,38097,1
38652,8599,0
38637,32339,0
38575,38814,1
31876,29238,0
1263,33547,0
22203,48390,1
38071,38150,1
8410,8465,1
8544,38260,0
26883,32657,1
15316,38307,0
38132,38186,1
38601,38631,1
38528,8578,0
29461,38790,0
31531,31532,1
38695,31733,0
38537,17696,0
6424,27484,1
3681,8395,0
13860,13864,1
32629,38847,0
50821,50825,1
45735,41806,0
29147,33945,0
38760,38771,1
38714,38755,1
39201,39202,1
40763,40765,1
8474,38612,0
18415,36945,1
38613,38713,1
9203,30610,1
8646,8660,1
8915,49942,0
8583,8615,1
10184,10185,1
38522,46332,0
3024,3686,1
38700,38835,1
38297,38161,0
8437,8450,1
38569,38846,1
46559,46563,1
38042,38258,1
15840,15844,1
2720,16053,1
8247,38212,0
986,38754,0
38614,43785,0
8530,8593,1
38213,38297,1
31091,38636,0
38835,38854,1
8450,38795,0
47784,47785,1
5800,5802,1
9313,40009,1
32053,32055,1
38584,38606,1
12545,38277,0
38607,48811,0
2268,10398,1
33377,33382,1
17210,39110,1
39806,39807,1
5282,38198,0
16260,16436,1
30615,38111,0
38616,1357,0
8505,38174,0
38152,38228,0
7157,42286,1
38572,38746,1
38282,38293,1
38141,8548,0
8444,8594,1
28627,1109,0
38005,38078,1
38723,49517,0
13659,11301,0
2327,47756,1
38257,38299,1
38547,38689,1
8419,24487,0
38607,15550,0
10755,28814,1
38629,38795,1
42312,42314,1
27392,27416,1
38652,38872,1
20112,13087,0
38019,38310,1
37990,43747,0
18896,30159,1
11929,6990,0
38068,38222,1
39445,39447,1
38798,38829,1
38060,49301,0
8488,38150,0
2793,8551,0
32232,20650,0
41843,38307,0
43482,43488,1
38867,38870,1
38078,38087,1
46994,46995,1
8535,8538,1
38066,38615,0
38278,8737,0
38851,38868,1
42098,33542,0
38018,38556,0
21673,8627,0
38072,38186,0
1978,1979,1
31788,38585,1
38278,38284,1
43470,43484,1
17775,49703,1
38779,38785,1
38622,38739,1
5995,5998,1
38517,9410,0
26889,26893,1
33239,37432,0
18130,8443,0
3358,8631,0
8427,8620,0
8247,40878,0
38524,8480,0
38528,38715,0
28710,28715,1
23563,52561,0
38147,38058,0
7517,8601,0
38641,38802,1
38029,38833,0
1563,38734,0
8501,8659,1
16492,16501,1
38664,3886,0
17275,44206,0
36481,38529,0
27110,28777,1
22213,22217,1
886,3358,1
46215,2696,0
8561,8661,1
38715,38590,0
38524,38730,1
38803,38813,1
38029,45732,0
43389,51507,1
29745,31860,1
37985,10612,0
28067,38261,0
8246,38728,1
2319,38108,0
25751,51472,0
12845,38291,0
18327,38879,0
8453,38294,0
3624,3625,1
5033,38264,0
38174,38189,1
29877,38865,0
7157,21924,0
38679,9246,0
13873,38757,0
2491,38184,0
8513,38652,0
38776,38166,0
44993,38309,0
38181,38115,0
15919,16025,1
1420,28353,1
38592,44774,0
34680,34683,1
8488,38810,0
8456,8538,1
37987,38206,1
38080,8561,0
38631,38756,1
38043,38144,1
38551,38726,0
37180,48546,0
8444,8485,1
39116,39117,1
24305,24306,1
38003,39028,0
21660,51834,0
47683,47684,1
38138,38664,0
38545,38699,1
46562,8669,0
7356,7357,1
38118,38261,1
3796,45127,0
3071,17009,0
4628,50928,0
8573,39647,0
38557,38584,1
8440,32257,0
38055,27697,0
46999,38279,0
13945,38050,0
40666,40669,1
16421,38083,0
8477,46213,0
38715,38775,0
13225,13226,1
14699,12632,0
38530,38030,0
27391,27408,1
38512,38683,1
38596,38683,1
38176,38207,1
38577,8544,0
38743,33025,0
1263,1562,1
50812,50814,1
1161,20183,1
38274,38287,1
38104,27440,0
26746,17831,0
1688,38689,0
8599,8555,0
38139,38199,1
33409,33412,1
38044,38176,1
11899,51017,0
34182,43358,1
27110,28782,1
38049,42314,0
36563,36565,1
1643,38102,1
1546,1548,1
8423,19770,0
42097,39588,0
38565,25090,0
14389,14394,1
8469,8557,1
10744,10746,1
8514,8552,1
35180,35181,1
11294,49111,0
16500,16501,1
47299,47302,1
28051,38916,0
10197,3137,0
33569,33574,1
41673,31697,0
1592,23769,0
9419,15888,1
38598,25940,0
38665,48188,0
13350,3284,0
38668,7284,0
8445,38152,0
36772,25605,0
38666,38873,1
38751,38810,1
35934,32433,0
38748,38781,1
3084,17818,1
38748,38812,1
38523,38712,1
37994,12568,0
38546,38812,1
16699,16703,1
30933,30934,1
8570,3484,0
29913,35861,1
14971,41099,0
38635,38726,1
8494,52820,0
41607,41609,1
38733,38856,1
38343,38347,1
26947,45401,1
12891,30408,0
38599,38689,1
38557,6822,0
38083,38175,1
38054,38748,0
7541,25666,0
38711,38801,1
46599,46602,1
38799,39031,1
38147,38199,1
37998,38076,1
38666,38875,1
2456,2459,1
12790,20701,0
11499,8544,0
35502,38270,0
43082,43084,1
17675,49290,0
28158,38700,0
8524,8597,1
38741,38864,1
38065,38181,1
3089,35972,0
49522,52316,0
38034,38225,0
38702,38855,1
52768,38242,0
38722,38565,0
38545,38703,1
38154,38165,1
38228,38236,1
38560,38779,1
8491,8625,1
38232,6145,0
36054,43340,0
38090,38270,1
38508,38539,1
1025,1026,1
8247,38203,0
4814,10573,1
38544,38798,1
38003,38148,1
38607,38698,1
515,38710,0
9031,13821,0
14710,14718,1
32829,38689,0
9046,17106,1
8558,8667,1
38515,40125,0
38037,38149,1
38548,19968,0
4159,8628,1
10689,8572,0
8501,16471,1
17677,38814,0
22178,38230,0
40756,40757,1
32019,38618,0
45009,45010,1
38028,38125,1
47356,50695,1
38264,38730,0
38007,38087,0
28516,38804,0
3567,8496,1
8427,8641,0
8551,34396,0
38726,38794,1
17618,35554,0
8639,38083,0
38218,38304,0
12938,16847,0
38059,38257,1
22987,7038,0
17107,17115,1
8488,8587,0
15316,38193,0
45986,45991,1
21921,21922,1
40438,25123,0
35894,35900,1
1653,36069,0
38575,38690,1
1563,8642,0
1133,31972,0
41267,41268,1
17704,21441,1
8432,48239,0
8447,8611,1
38020,38072,1
38129,38268,1
25628,5106,0
17358,38271,0
32269,32273,1
37991,38129,1
40755,8566,0
38543,38655,1
16473,16485,1
981,20342,1
5598,37516,1
39370,39376,1
8483,8645,1
21879,38062,1
38075,2265,0
7192,38630,0
33900,33901,1
28257,28259,1
30310,35086,1
7710,20889,1
38763,38862,1
5870,37135,0
38596,50035,0
38039,38235,1
51280,46548,0
40679,50191,1
23071,51873,1
38802,38835,1
8857,8858,1
2826,2827,1
18679,18680,1
11095,11778,0
38204,13909,0
474,8604,0
8449,8621,1
38051,11087,0
24608,24610,1
38072,38765,0
8449,32775,0
8539,46046,0
24074,38231,0
8293,14787,0
38071,38182,1
29459,38587,1
2063,2064,1
5392,29583,0
36785,36786,1
38572,38776,1
39002,39004,1
38682,8536,0
40372,40373,1
9083,17105,0
4393,8555,0
40069,34944,0
34285,34286,1
38670,38305,0
6620,38728,0
38647,44345,0
11083,11107,1
38029,30261,0
5806,22852,0
38619,8603,0
36336,36337,1
1043,38115,0
8623,8633,1
7361,7362,1
9602,16526,1
38714,22220,0
10699,17685,1
48591,48593,1
38577,14702,0
14693,14739,1
4613,38795,0
17200,12621,0
38063,38126,1
3673,3678,1
8497,38297,0
47013,27150,0
38173,38206,1
38572,38822,1
38626,38309,0
38794,38828,1
455,8553,0
38772,46077,0
12938,38045,1
8492,8636,1
41805,15877,0
38246,50597,0
8485,38266,0
38526,38148,0
38687,38696,1
38578,38743,1
8375,25457,1
2215,2224,1
8553,8625,0
38030,38229,1
38048,17099,0
10168,50140,0
38812,38836,1
28610,38116,0
36385,36394,1
33789,45335,1
41603,14274,0
38001,42172,0
8447,23056,0
18896,30161,1
2218,2219,1
37674,37675,1
38754,38815,0
38183,38270,0
38555,38686,1
18220,8654,0
16260,3799,0
14539,38810,0
8436,8536,0
8411,38071,0
13913,8646,0
2277,17511,1
38142,43007,0
38076,30027,0
38711,38849,1
29777,8655,0
12204,37504,0
38525,34761,0
38081,3032,0
38235,38307,1
8443,8576,1
50886,50887,1
11225,38637,0
8424,40553,0
38665,38784,1
1369,18721,1
38514,38612,1
8457,36548,0
8543,16485,0
8714,33047,1
15087,15088,1
8517,8627,1
36275,8623,0
38721,38731,1
38045,38215,1
38007,38069,1
38671,43745,0
38752,38759,1
38214,38106,0
8473,8572,0
38046,30956,0
38541,8210,0
38583,38818,1
757,38202,0
4256,34410,1
51151,38743,0
28521,34436,1
2649,39702,0
38587,17898,0
26547,19189,0
5191,5193,1
20021,2825,0
43272,9227,0
9314,6900,0
38135,8627,0
13350,32577,1
33264,33268,1
32982,32986,1
47074,47076,1
38063,38183,0
22439,34394,0
18554,50568,1
8243,38223,0
1643,35047,1
8463,38767,0
2423,38852,0
40013,40026,1
38027,38161,1
8557,38784,0
8493,43107,0
34266,34408,1
38875,29462,0
2252,21748,0
25904,8662,0
52387,52388,1
18641,38812,0
38528,25916,0
38634,38834,1
20629,28738,1
8506,8630,0
6322,17685,0
33152,38790,0
1286,1289,1
38639,38689,1
38669,38670,1
38194,38745,0
49084,6611,0
1889,38817,0
38812,38840,1
8457,8496,1
38699,38710,1
42301,8660,0
31381,43747,1
38007,8632,0
38161,38267,1
32060,39515,1
38186,38209,1
37429,37430,1
38245,38304,1
52338,21432,0
42702,8495,0
701,16112,1
7124,38306,0
8565,38645,0
8427,8463,1
8526,8644,1
7163,7165,1
38532,8564,0
38783,8633,0
7272,46566,0
38764,48798,0
8500,8600,1
38542,38871,1
7602,26352,1
28068,38770,0
38796,38877,1
8564,38811,0
6208,38080,0
38515,38537,1
38057,38696,0
4364,49356,0
38816,38866,1
6477,38599,0
38549,38561,1
3310,21388,1
31788,16493,0
38578,39027,0
11072,4626,0
964,23088,1
38746,38302,0
38011,38308,1
8456,6474,0
38848,38860,1
38015,8445,0
43881,38203,0
38025,38141,1
38753,21224,0
37987,38844,0
25600,38278,0
38140,45825,0
720,12931,1
8544,30944,0
38014,38271,1
3728,21737,0
38617,38704,0
38547,38580,1
50853,50854,1
39760,38677,0
38074,38127,1
27210,32329,1
38602,38150,0
45218,45221,1
38534,38715,1
52819,21723,0
46205,47741,0
38595,38747,1
38056,38084,1
14711,36378,1
46719,46725,1
4081,4087,1
8499,8554,1
27083,27084,1
38039,38284,1
38839,8548,0
8471,8536,1
38063,38244,1
38192,8634,0
38620,38643,1
33263,4544,0
38003,41371,0
38559,38709,0
38598,38872,1
26169,38144,0
11086,38163,0
38547,38653,1
25017,38868,0
4472,32518,1
7778,30186,1
38007,38274,1
23926,37751,0
47703,47705,1
2544,45624,1
19995,19999,1
38606,38672,1
35105,39416,1
12938,38857,0
9384,23695,1
1045,38760,0
8765,38729,0
23256,38176,0
27384,27401,1
47873,48461,1
36017,38787,0
47263,51832,1
38792,11568,0
38630,38809,1
38213,8514,0
38539,38828,1
38604,38757,1
28072,8552,0
38707,38129,0
33671,9071,0
14572,14575,1
28271,38972,1
46215,38658,0
5403,17431,1
8439,8550,1
8765,38274,0
27006,38714,0
38852,12378,0
19160,27903,1
44142,44143,1
38540,38170,0
5614,8645,0
3513,3515,1
25932,8237,0
38113,38268,1
8437,8621,1
4425,8142,0
9449,9451,1
38829,38785,0
8506,8544,1
38724,38771,0
19160,33363,0
38815,16486,0
8435,8624,1
1680,48047,1
20529,36910,1
26334,36599,1
38526,38561,1
35321,35322,1
38149,8642,0
8484,8662,1
38714,38873,0
38128,38788,0
5987,24954,1
38666,38677,1
8407,38659,0
